business_name,website,area,category,google_rating
Infinite Luxury Spa,https://www.katarocks.com/phuket-luxury-spa/,Kata,Spa,4.9
American Divers Phuket,https://www.americandiversphuket.com/contacts/,Kata,Sports Activity Location,5
Patong Dive Center,http://www.patongdivecenter.com/,Patong,Sporting Goods Store,4.9
Mojitobar Patong Phuket,https://www.facebook.com/Mojitobar.paradise,Patong,Bar,4.5
Phuket Garage,https://phuket-garage.com/,Kamala,Services,5
phuket Up To You Travel & Agency,https://airporttaxisummer.my.canva.site/phuket-airport-taxi-service-flyer,Old Town,Tour Agency,4.9
Indepth Dive Centre PADI 5* IDC & TecRec Centre,http://www.idcphuket.com/,Chalong,Sporting Goods Store,4.9
Phuket Travel Shop,http://www.phukettravelshop.com/,Patong,Travel Agency,4.6
K PARK PHUKET,http://www.kparkphuket.com/,Old Town,Community Center,4.6
Phi Phi Island Tour,https://www.qbictravel.com/tour-destination/phi-phi-islands/,Karon,Tour Agency,4.6
Champa Massage Kata,https://www.champa-group.com/,Kata,Massage,4.6
JD MASSAGE KATA PHUKET,https://www.facebook.com/profile.php?id=61556130549140&mibextid=ZbWKwL,Kata,Massage spa,4.8
South Tours,https://southtours.com/,Patong,Travel Agency,4.6
Endless Summer Beach Club,https://endlesssummerbeachclub.com/,Patong,Business,4.8
Phuket Island Hopping,https://marvelgeorgia19.wixsite.com/phuket-island-hopper,Phuket Town,Tour Agency,4.6
Phuket Malee Tour and Travel,http://phuketmalee.com/,Patong,Travel Agency,5
Oceanic Dive Center Kata Beach Scuba Diving,http://www.oceanicdivecenter.com/,Kata,Tour Agency,4.9
Phuket Tours Company,https://www.phukettourscompany.com/,Kathu,Tour Agency,4.2
Hollywood Phuket,http://hollywoodphuket.tilda.ws/,Patong,Bar,3.1
Prime & Flame,https://www.katathani.com/restaurant/prime-and-flame/,Kata,Restaurant,4.9
Edge Beach Club,https://www.pullmanphuketpanwa.com/restaurant-bars/edge-beach-club/,Cape Panwa,Bar,4.6
Phuket On Tours,https://www.tiktok.com/@phuketontours,Karon,Travel Agency,5
Elegance Travel,https://tantulika12.wixsite.com/travel/85,Phuket Town,Travel Agency,4.9
The Deck Beach Club Patong,https://www.thedeckbeachclubpatong.com/,Patong,Restaurant,4.3
We Island Land Tour,https://tourphuketpattaya.tilda.ws/,Patong,Tour Agency,4.8
Koh Tour Phuket,https://kohtourphuket.com/,Old Town,Tour Agency,4.7
"Motown On Fire Steak House and Bar, Kata",https://motownsteakhouse.com/,Kata,Restaurant,4.9
Empire Discotheque,http://www.empirephuket.com/,Patong,Night Club,2.9
Best Phuket​ Island​ Tour​,https://www.instagram.com/bestphuketislandtour?igsh=MXg0NXBoMDZjNDN1Ng==,Patong,Business,4.9
Beach House Layan,https://www.beachhouselayan.com/,Bang Tao,Restaurant,4.4
Prasert Phuket Travel and Tours,https://tantulika12.wixsite.com/travel/85,Old Town,Travel Agency,5
LA Napoletana Old Town,https://lanapoletana.com/,Old Town,Italian Restaurant,4.9
Dao Motorbike Rental Phuket ⭐,http://wa.me/66952609547,Old Town,Services,5
Phuket Dive Center,http://www.phuketdivecenter.com/,Chalong,Sporting Goods Store,4.9
YoPhuket,https://en.yophuket.com/,Old Town,Tour Agency,4.7
Sun Leisure World,https://www.sightseeingphuket.com/,Patong,Tour Agency,4.5
Phuket Explore,http://phuketexplore.com/,Rawai,Business,5
Phuket Chill Trips,https://tantulika12.wixsite.com/travel/85,Old Town,Tour Agency,5
Phuket Travel Agency Dot Net,http://www.phukettravelagency.net/,Patong,Travel Agency,5
C.I.M tour Phuket,https://tantulika12.wixsite.com/travel/85,Old Town,Tour Agency,4.7
360 bar,https://www.pavilionshotels.com/phuket/360-bar,Bang Tao,Bar,
6th Avenue Surin Condominium,https://6avenuephuket.com/,Surin,Hotel,
7 Тур,https://7tour-phuket.ru,Kata,Tours & travel,
Absolut mixed martial arts,https://absolutemmathailand.com,Nai Harn,dojo,
AIM Phuket,https://www.facebook.com/aimphuket/about,Koh Kaew,Restaurant,
All 4 Dive,https://www.scubadiving-phuket.com,Chalong,Diving,
All Vegan,https://all-vegan-cafe-restaurant.business.site/,Rawai,Restaurant,
Andaman Cannacia Resort,https://www.phuket-cannacia.com/,Kata,Hotel,
Andaman Embrace Resort & Spa Patong Phuket,https://www.andamanembrace.com/,Patong,Hotel,
Andaman Seaside Resort,www.andaman-seaside-resort.com,Bang Tao,Hotel,
Andara Resort & Villas,https://www.andaraphuket.com/,Kamala,Hotel,
Angsana Laguna Phuket,https://www.angsana.com/en/thailand/laguna-phuket,Bang Tao,Hotel,
Angus O’Tool’s Irish Pub,https://otools-phuket.com/irish-pub/,Karon,Bar,
Anthony’s Bespoke Tailor,https://www.anthonysbespoketailor.com/,Karon,Tailor,
Araya House,https://arayahouse.com,Surin,Hotel,
Aromdee massage,https://aromdeemassage.netlify.app/,Patong,Massage & spa,
ART BOX CATERING,artboxcatering.com,Chalong,Restaurant,
At Beach Bar and Restaurant,https://atbeachrestaurant.com,Kata,Restaurant,
At Kamala,https://atkamalahotel.com,Kamala,Hotel,
Atmanjai Detox Yoga Wellness,https://www.atmanjai.com,Rawai,Gym & fitness,
Aura,https://aurarestorant.tilda.ws,Kata,Restaurant,
Avista Hideaway Phuket Patong - MGallery,https://www.avistahideawayphuketresort.com/,Patong,Hotel,
B&B NAMO PHUKET,https://www.agoda.com/de-de/b-b-namo-phuket/hotel/phuket-th.html?cid=1640100,Kathu,Hotel,
Baan 125,https://baan125stay.com/,Phuket Town,Café,
Baan Karon Resort,https://www.phuketbaankaron.com/,Kata,Hotel,
Baan Kata Villas,https://www.villaroyalephuket.com/,Kata,Hotel,
Baan Sabai Phuket,https://www.baansabaiphuket.com/,Nai Harn,Hotel,
BAAN ไวน์แอนด์สปิริต,https://baan-food.com/,Phuket Town,Restaurant,
Baantonsai Garden Resort,https://btonsai.com/,Patong,Hotel,
Baba Chino,https://www.babaphuket.com/baba-chino-luxury-chinese-restaurant/,Cape Panwa,Restaurant,
Baba IKI,https://www.babaphuket.com/baba-iki-the-best-japanese-restaurant/,Cape Panwa,Restaurant,
Baba Nest,https://www.babaphuket.com/baba-nest-exclusive-rooftop-bar/,Cape Panwa,Bar,
Baba Poolclub,https://www.babaphuket.com/baba-poolclub-international-cuisine/,Cape Panwa,Restaurant,
Baba Soul Food,https://www.babaphuket.com/baba-soul-food-best-thai-cuisine/,Cape Panwa,Restaurant,
Bamboo Beach Hotel and Spa,http://www.bamboobeachhotel.com/,Patong,Hotel,
Bellmans Restaurant & Guesthouse,https://www.bellmans.nu/,Karon,Restaurant,
Belove Yoga Rooftop Studio,https://www.facebook.com/Feelhappydoingyoga,Kata,Gym & fitness,
Best Western Patong Beach,https://www.bestwesternpatongbeach.com/,Patong,Hotel,
BlackDuck Homecoffee,blackduckhomecoffee@gmail.com,Old Town,Café,
Bliss Beach Club,https://catchbeachclub.com,Bang Tao,Bar,
Blow,https://m.facebook.com/blowvip/,Patong,Nightlife,
Blu Monkey,https://www.blumonkeyhotels.com/boutiquephukettown/,Old Town,Hotel,
Blue Tree,https://www.bluetree.fun/,Cherngtalay,Water park,
Bluewave,https://m.facebook.com/Bluewavephuket/,Cape Panwa,Restaurant,
Booktree Library & Café,https://m.facebook.com/Booktree-Library-Caf%C3%A9-211800802752246/?ref=page_internal&mt_nav=0,Paklok,Café,
"Braun Car Rentals, Phuket",http://www.braun-rentacar.com,Nai Yang,Vehicle rental,
Brook Resort & Villas,https://brookresort.com/,Chalong,Guesthouse,
Bukit Elephant Park,https://www.bukitelephantpark.com,Chalong,Attraction,
Burger & Pasta Factory,https://www.burger-phuket.com/,Bang Tao,Restaurant,
Burger Town Patong (Halal / حلال),https://www.facebook.com/burgertownpatong,Patong,Restaurant,
Cafe del Mar,https://phuket.cafedelmar.com,Kamala,Restaurant,
Cafeopera Live - Kata Beach,https://www.facebook.com/pages/Cafeopera-live-Kata-Beach/269189859788067,Kata,Restaurant,
Capannina,http://www.capannina-phuket.com/en/restaurant.html,Kata,Restaurant,
Capannina Inn,https://phuket-capannina-inn.com/,Kata,Hotel,
Cape Panwa Hotel,https://www.capepanwa.com/,Cape Panwa,Hotel,
Car Hire Phuket,https://monkeycar.ru,Karon,Vehicle rental,
CC Porntip Hotel,ccporntiphotelphuket.com,Patong,Hotel,
CC's Hideaway,https://www.ccshideaway.com/,Kata,Hotel,
"Cel Tours Thailand Co.,Ltd.",https://www.celtours-thailand.com/,Kathu,Tours & travel,
Centara Grant,https://www.centarahotelsresorts.com,Karon,Hotel,
Chalong Beach Hotel & Spa,http://www.chalongbeachhotelandspa.com,Panwa,Hotel,
Champa,https://www.champa-group.com,Karon,Massage & spa,
Chanadda,https://www.katathani.com/restaurant/chanadda,Kata,Restaurant,
Chang Gym,https://www.changmuaythai.com/,Kata,Gym & fitness,
Chao Doi,http://www.chaodoicoffee.com,Chalong,Café,
Chaofa west suites,https://chalongapartment.com,Chalong,Guesthouse,
Chivitr Health and Rejuvenation,https://www.chivitr.com/,Nai Harn,Hotel,
Choophorn House,https://choophornhouse.com/,Kata,Guesthouse,
Ciao Pizza,https://pizzagrillphuket.com,Karon,Restaurant,
Cielo,https://trisara.com/cielo/,Bang Tao,Restaurant,
Cloud 19 Beach Retreat,https://www.cloud19phuket.com/,Cape Panwa,Hotel,
Club Bamboo Boutique Resort & Spa คลับแบมบูล บูติก รีสอร์ท,https://clubbamboo.com/,Patong,Hotel,
Cool Spa,https://www.coolspaphuket.com/luxury-cool-spa-phuket/,Cape Panwa,Massage & spa,
Coral Inn & Coral Restaurant,coralinnphuket.com,Karon,Hotel,
Curry Night 2,https://web.facebook.com/currynight2patong,Patong,Restaurant,
D.D. Seafood,https://maps.app.goo.gl/JTRavTYowGPXoKxaA,Airport,Café,
d'Odessa,https://odessaphuket.com,Bang Tao,Restaurant,
Dala,https://trisara.com/,Bang Tao,Restaurant,
DaVinci,https://davinciphuket.com/,Nai Harn,Restaurant,
Delico,https://www.facebook.com/pg/Delico-Decoration-Coffee-Dessert-2383434985277709/about,Koh Kaew,Café,
DELTA Fitness,https://web.facebook.com/deltachalong/,Chalong,dojo,
Devlaya Massage Manik,https://www.devlayamassage.com/,Cherngtalay,Massage & spa,
Diamond Cottage Resort & Spa,https://whitesandbluesea.com/,Kata,Hotel,
Dibuk Restaurant,https://www.flickr.com/photos/eustaquio/3149575530/,Old Town,Restaurant,
Dream Phuket Hotel & Spa,https://dreamhotels.com/,Bang Tao,Hotel,
Duangjitt Resort and Spa,https://duangjittresort-spa.com/,Patong,Hotel,
Eat me bakery and cafe,https://www.facebook.com/eatme.bakerycafe,Old Town,Café,
Eden,https://www.edenpatong.com/,Patong,Hotel,
Eightfold Restaurant,https://www.tripadvisor.com/Restaurant_Review-g1210687-d1392030-Reviews-Eightfold_Restaurant-Kata_Beach_Phuket.html,Kata,Restaurant,
El Greco,https://elgrecothailand.com,Kata,Restaurant,
Elephant bathing,https://chalongelephantretirement.com,Chalong,Attraction,
Eleven Two & Co.,https://www.facebook.com/eleventwoandco/,Phuket Town,Restaurant,
Enjoy time cafe,https://www.facebook.com/profile.php?id=100093305727164&mibextid=LQQJ4d,Old Town,Café,
Enjoys Beach House Karon,http://enjoys-phuket.com/rus/facilities.html,Karon,Café,
enricohostelpatong.com,https://enricohostelpatong.com,Patong,Guesthouse,
Filling Station Phuket Restaurant & Dispensary,https://fillingstationphuket.com/,Chalong,Restaurant,
Flamingo Bar (Bandara Hotel),https://www.phuketflamingo.com,Cape Panwa,Bar,
Float Indigo,https://www.floatindigo.com,Chalong,Gym & fitness,
Flying Hanuman,https://flyinghanuman.com,Kathu,Attraction,
Food Market Kata,https://www.foodmarketkata.com,Kata,Restaurant,
Fork & Spoon Restaurant,http://facebook.com/forkspoonrestaurant,Kata,Restaurant,
Foto Hotel,https://fotohotelphuket.com/,Phuket Town,Hotel,
FOTO HOTEL PHUKET,https://fotohotelphuket.com/,Kata,Hotel,
Fresca Kitchen & Deli,https://www.stayphuketresort.com/best-restaurant-in-phuket-fresca/,Kata,Restaurant,
Full Moon Beach Resort Phuket,fullmoonbungalowsphuket.com,Kata,Hotel,
Fusion Suites Phuket Patong,https://www.fusion-suites.com/phuketpatong,Patong,Hotel,
FX Fitness Gym,https://www.fxfitnessphuket.com/,Rawai,Gym & fitness,
FX Fitness Power Gym,https://www.fxfitnessphuket.com/,Rawai,Gym & fitness,
Golden Sand Inn,https://phuketgoldensand.com/,Karon,Hotel,
Good Day Phuket,http://www.gooddayphuket.com,Old Town,Hotel,
Grand Sunset Hotel,https://grandsunsethotel.com,Karon,Hotel,
Green Bar Phuket,https://www.facebook.com/profile.php?id=100084745383239,Phuket Town,Restaurant,
Green Crab House Phuket,https://www.greencrabhouse.com/,Cape Panwa,Restaurant,
Green Terrace Phuket,https://greenterracephuket.com,Kathu,Restaurant,
Grifterz Lounge,https://grifterz.com/,Kata,Café,
Grizzly's Sports Bar,https://www.facebook.com/Grizzlyssportsbarkathu/,Kathu,Café,
GROM Cha,https://www.facebook.com/gromcha,Old Town,Café,
Harley-Davidson Phuket,http://www.harley-davidsonphuket.com/,Airport,Vehicle rental,
Healthy Mania,https://www.healthymania.co/,Rawai,Restaurant,
Heaven,https://instagram.com/heavenphuket_official,Kata,Restaurant,
HEH,https://www.hehphuket.com/,Old Town,Restaurant,
Hello India,https://helloindiaphuket.com,Karon,Restaurant,
Hockhoelee cafe,https://www.hockhoelee.com,Rawai,Café,
Holiday Inn Express Phuket Patong Beach Central,https://www.ihg.com/,Patong,Hotel,
Honda Big Wing Phuket,https://www.aphonda.co.th/hondabigbike/,Old Town,Vehicle rental,
HoneyMoon Thai,https://honeymoon-by-kenya.com/food-menu/,Patong,Restaurant,
Horizon,https://www.agoda.com/asia/thailand/phuket/horizon_patong_beach_resort_spa.html?site_id=1410186,Patong,Hotel,
Horizon Karon Beach Resort & Spa,https://www.horizonbeach.com/,Kata,Hotel,
Hosay Bowl Phuket Town,https://www.hosaybowl.com/,Old Town,Restaurant,
Hotel Novotel Phuket Vintage Park Resort,https://novotelphuketvintagepark.com/,Patong,Hotel,
Island Herb Spa,http://www.islandherbspa.com,Chalong,Beauty & spa,
Island Herbal Sauna,http://www.islandherbspa.com,Chalong,Beauty & spa,
Island Tours by Unicorn Phuket,https://noorphukettour.com/,Chalong,Tour Agency,
Ivan Durian Tour,https://ivandurian.ru,Kata,Tours & travel,
JAMPA restaurant,https://jamparestaurant.com/,Bang Tao,Restaurant,
Jono X Phuket Karon,https://www.jonohotels.com,Karon,Hotel,
Jw Marriott Phuket Resort and Spa,https://www.marriott.com/en-us/hotels/hktjw-jw-marriott-phuket-resort-and-spa/overview/,Mai Khao,Hotel,
Kalido,https://www.kalidophuket.com,Surin,Restaurant,
Kamala 555,https://kamala555.com,Kamala,Hotel,
Kantary Bay Hotel Phuket,https://www.kantarybay-phuket.com/,Cape Panwa,Hotel,
Karlsson,https://www.karlssonrestaurant.com,Karon,Restaurant,
Karon Beach Inn,https://welcome-inn.com/,Karon,Hotel,
Karon Sea Sands Resort,https://karonseasand.com/,Karon,Hotel,
Karona Resort & Spa,https://karonaresort.com/,Kata,Hotel,
Kata Gardens Apartments,https://katagardens.net/,Kata,Hotel,
Kata Noi Resort,https://katanoiresort.com/,Kata,Hotel,
Kata Ocean View Residences,https://kataoceanview.com/,Kata,Hotel,
Kata Pool Side Resort,https://www.katapoolside.com,Kata,Hotel,
Kata Sun Beach,https://katasunbeach.com/,Kata,Hotel,
Kata Villa,https://www.katavilla.com/,Kata,Restaurant,
Katamanda Luxury Villas,katamanda.com,Kata,Hotel,
Katatani Phuket,https://www.katathani.com,Kata,Hotel,
Kataview Guesthouse,kataviewguesthouse.com,Kata,Guesthouse,
Kawasaki Big Bikes Phuket,https://www.kawasaki.co.th/,Phuket Town,Vehicle rental,
Khao Oat airport,https://khaooatairport.top/,Airport,Hotel,
Khok Chang Kata Safari,https://kokchangsafari.com/,Kata,Theme park,
Kim's Massage and Spa,https://www.kimsmassagespa.com/,Patong,Massage & spa,
Kimono Japanese Massage,https://www.facebook.com/kimonoMassage,Rawai,Massage & spa,
Kin-Dee,https://www.boutiqueresortphuket.com/,Paklok,Café,
KoKosnuss,https://www.phuketkokosnuss.com/,Kamala,Restaurant,
Kru Oh Muay Thai,https://www.kruohmuaythai.com,Rawai,dojo,
KTM Phuket,https://www.facebook.com/ktmphuket/,Phuket Town,Vehicle rental,
L'Arôme by the sea,https://en.laromegroup.com/laromebythesea,Patong,Restaurant,
l'esprit the Naiyang Resort,https://www.lespritresort.com,Nai Yang,Hotel,
La Gaetana,https://www.phuket.com/magazine/la-gaetana.htm,Phuket Town,Restaurant,
La Scala,https://www.katathani.com/restaurant/la-scala,Kata,Restaurant,
La Taverna,https://www.latavernaphuket.com/,Koh Kaew,Restaurant,
le Piman Resort,lepimanresort.com,Rawai,Hotel,
Le Resort & Villa,https://leresort.com,Nai Harn,Hotel,
Lemon House,https://www.lemonhouse.com/,Patong,Hotel,
Let’s Relax Spa,https://www.letsrelaxspa.com,Patong,Massage & spa,
Limburi Hometel,https://limburi.com/,Patong,Hotel,
M-BAR,https://www.pullmanphuketarcadia.com/dine-imbibe/m-bar/,Nai Yang,Bar,
Mai Karon,https://maikaron.com,Karon,dojo,
Mamma Mia,https://mammamiaphuket.com,Kamala,Restaurant,
Mango Yellow Cafe,https://mango-yellow-cafe.business.site,Cherngtalay,Café,
Matchoya Phuket,https://matchoya.co,Paklok,Café,
MAYA beach club Phuket,https://www.mayabeachclubphuket.com,Bang Tao,Restaurant,
McDonald's Drive Thru Bukis Phuket,https://www.mcthai.co.th/,Old Town,Street food,
Millennium Resort,https://millenniumhotels.com/,Patong,Hotel,
Million Patong Beach Resort,millionpatong.com,Patong,Hotel,
Ming Shou Boutique House,https://ming-shou-boutique-house-guest-house-phuket.hotel-mix.de/#w,Old Town,Guesthouse,
Mom Tri's Villa Royale Hotel,https://www.villaroyalephuket.com/,Kata,Hotel,
Moutain Sea View Luxury Apartments,https://mountainseaviewphuket.com/,Kata,Hotel,
Mr Coffee,https://m.facebook.com/profile.php?id=914835365279738,Karon,Café,
Nac3 Café,https://www.facebook.com/Nac3cafe,Phuket Town,Café,
NAC3 Cafe' by the sea,https://www.facebook.com/Nac3CafebyTheSea,Cape Panwa,Café,
Nai Yang Beach Resort,https://www.naiyangbeachresort.com,Nai Yang,Hotel,
Naka Muay Thai,http://www.nakamuaythai.com,Kata,dojo,
Namm spa boutique,https://nammspa.com/,Bang Tao,Massage & spa,
New Life Phuket Classic,http://www.newlifephuket.com,Patong,Hotel,
NewStar Beauty Salon,http://patongbeautysalon.com,Patong,Beauty & spa,
Nina's Car,http://www.nina-car.com,Chalong,Vehicle rental,
No.9 2nd Restaurant,http://no92nd.restaurantwebexperts.com/,Patong,Restaurant,
Novotel Phuket Kata Avista Resort and Spa,https://www.novotelphuketresortkata.com,Kata,Hotel,
Oasis Spa,https://www.oasisspa.net/,Kamala,Massage & spa,
On Hill Residence Patong Phuket,https://www.booking.com/hotel/th/patong-bay-view-resort.ru.html?aid=304142;label=gen173nr-1FCA4oggJCAlhYSCFiBW5vcmVmaN0BiAECmAEhuAEJyAER2AEB6AEB-AEGkgIBeagCAw;sid=d0656c2f2faa5c38cdcbeef5a697e037,Patong,Hotel,
Ona Active,https://onaactive.com,Chalong,Gym & fitness,
Orchid Hotel and Spa,https://theorchidhotel-phuket.com/,Patong,Hotel,
Orchidacea Resort,https://www.orchidacearesort.com/,Kata,Hotel,
P.S Hotel & Restaurant,https://www.pshotel.com/,Patong,Hotel,
Paksaa Boutique Hotel,http://paksaa-boutique.com/,Patong,Hotel,
Palazzo Theatre & Restaurant,https://www.phuket-palazzo.com/,Kathu,Restaurant,
Palmyra Patong Resort Phuket,palmyrapatong.com,Patong,Hotel,
Panwa House,https://capepanwa.com/panwahouse/,Cape Panwa,Restaurant,
Papa Crab Boutique Guesthouse,https://www.phuketpapacrab.com,Kamala,Guesthouse,
Paragliding & Paramotor,https://paraglidingphuket.com,Karon,Gym & fitness,
Pasha,https://pashaphuket.com,Karon,Restaurant,
Patong Boxing Stadium,http://www.boxingstadiumpatong.com,Patong,dojo,
Patong Buri Resort,patongburiresort.com,Patong,Hotel,
Patong Marina Hotel,www.patongmarina.com,Patong,Hotel,
Pattra Mansion by AKSARA Collection,https://www.pattramansion.com/,Old Town,Hotel,
Peach Blossom Resort,https://www.phuket-peachblossom.com/,Kata,Hotel,
Pearl of Naithon,https://pearlofnaithon.com/,Nai Yang,Hotel,
Peter Kamala Guesthouse,http://www.pangibygget.net/,Kamala,Guesthouse,
Peter Pan,peterpanresortphuket.com,Patong,Hotel,
Phuket Best Tours | Kata Beach | Island Hopping & Transfer Services,https://www.phuketbesttours.com/,Kata,Tours & travel,
Phuket Cooking Academy,https://www.phuket-cooking-academy.com/,Cherngtalay,Restaurant,
Phuket Grappling Academy,https://instagram.com/phuketgrapplingacademy,Chalong,Gym & fitness,
Phuket International Horse Club,https://www.phukethorseclub.com/,Bang Tao,Gym & fitness,
Phuket Lotus Lodge,http://www.lotuslodge.de/,Nai Yang,Guesthouse,
Phuket Merlin Hotel,https://www.merlinphuket.com/cms/merlin_phuket/,Old Town,Hotel,
Phuket Orchid Resort & Spa,https://orchid.katagroup.com/,Karon,Hotel,
Phuket Property Show,https://www.phuketpropertyshow.com/,Old Town,Guesthouse,
Phuket Sports and Tennis Club,http://www.phuketsport.com,Kata,Gym & fitness,
Phuket Thalang Go-Kart and ATV,https://phuket-shootingrange.com/thalang-shootingrange/,Airport,Gym & fitness,
Phuket Trickeye Museum,http://www.phukettrickeyemuseum.com/,Phuket Town,Museum,
Phuket Villa Patong Beach,phuketvillapatongbeach.com,Patong,Hotel,
Phuket Yacht Club,https://phuketyachtclub.com/,Chalong,Restaurant,
Pizza Balconi,https://www.pizzabalconihalalphuket.com,Kata,Restaurant,
PJ Patong Resortel,https://www.pjmansion.com/,Patong,Hotel,
PLUM Prime Steakhouse,https://www.facebook.com/PlumCapeSienna,Kamala,Restaurant,
Poët,https://poetphuket.com,Kata,Restaurant,
Pool Bar BVR,https://www.phuket-boomerang.com/,Kata,Bar,
Porterhouse Beach Hotel Patong,https://porterhousebeachhotel.top/,Patong,Hotel,
Prime Burger Rawai,https://primeburger.co.th/,Chalong,Street food,
Princess Kamala,https://princesskamalabeachfronthotel.com,Kamala,Hotel,
Prodepran Restaurant & Bar,https://prodepran.com,Bang Tao,Restaurant,
Pumeria,https://www.theresidenceresort.com,Bang Tao,Hotel,
Pure & Pam Village,purepamvillage.com,Kata,Hotel,
Quick burger,http://quickburgerkathu@facebook.com,Kathu,Restaurant,
Rabbit Hole at Phuket,https://web.facebook.com/Rabbit-Hole-at-Phuket-1283580625144861,Paklok,Restaurant,
Ratana Platinum Resort,http://www.ratanaplatinum.com,Kamala,Hotel,
Rattana Beach Hotel,rattanabeach.com,Karon,Hotel,
Rawai Boxing Stadium,https://www.rawaiboxingcampphuket.com/,Rawai,dojo,
Red Planet Patong,https://www.redplanethotels.com/en/search/patong-phuket,Patong,Hotel,
Roadhouse Grill,https://www.facebook.com/RoadhouseGrillKaron/,Karon,Café,
Rosmarino,https://rosmarinorestaurant.com,Karon,Restaurant,
Royal Phuket Marina,https://www.royalphuketmarina.com,Koh Kaew,Marina & charters,
Royal Prince Residence,https://www.airbnb.com/users/24133108/listings,Patong,Hotel,
Sala Mexicali,https://www.salamexicali.com/,Chalong,Restaurant,
Salad Diary,http://thetitlephuket.wix.com/thetitlephuket,Rawai,Restaurant,
SalaDee Gallery Residence,saladee.com,Patong,Hotel,
Sam Pee Nong Restaurant & Hat Yai Fried Chicken,https://maps.app.goo.gl/TjVeRXfFDefgJEDZA,Patong,Restaurant,
Sam's indian Restaurant Kamala Phuket,https://sams.abhis.vip/,Kamala,Restaurant,
Sansabai Massage 3 in Thairapy zone in Jungceylon,http://www.sansabai-massage.com/,Patong,Spa,
Santosa Detox & Wellness Center,https://www.santosaphuket.com,Kata,Restaurant,
Sapphire Villa,sapphire-villa.com,Nai Harn,Hotel,
Scuba Quest,https://www.divingkamala.com,Kamala,dive_centre,
Sea Beach Inn,https://www.seabeachinn.com,Karon,Hotel,
Sea Sun Sand Resort & Spa,http://seasunsandresort.com/,Patong,Hotel,
Seafood at Trisara(SAT),https://trisara.com/dining-experiences/,Bang Tao,Restaurant,
Selina Serenity Rawai Pukhet,https://www.selina.com/thailand/phuket/,Rawai,Hotel,
Shabushi,https://www.oishifood.com/restaurant/shabushi/,Patong,Restaurant,
Shooting Range,https://phuketshooting.com,Nai Harn,Gym & fitness,
Siam Supper Club,https://siamsupperclub.com,Bang Tao,Restaurant,
Sila apartments,https://www.facebook.com/silaapartment,Cherngtalay,Hotel,
Sino Café,https://www.thedometennisclub.com/courts,Old Town,Café,
Soi Dog Foundation,https://www.soidog.org,Mai Khao,animal_shelter,
Soul,https://www.soulphuket.com/,Karon,Restaurant,
SP House Phuket,sphousephuket.com,Kata,Hotel,
Spa Burasari,https://spa.burasari.com/index.htm,Patong,Beauty & spa,
Splash Jungle Water Park,https://splashjunglewaterpark.com/,Airport,Water park,
STAY Wellbeing & Lifestyle Resort,https://www.stayphuketresort.com/,Kata,Hotel,
Sugar Marina Resort - Nautical,https://sugarmarina-nautical.com/,Kata,Hotel,
Sugar Marina Resort Art 3*,https://www.sugarmarina-art.com/,Karon,Hotel,
Sugar Palm Grand Hillside,https://www.sugarpalmgrand.com/,Kata,Hotel,
Sun Hill Hotel,https://sunhill-phuket.com/,Patong,Hotel,
Sunlique,https://sunlique.com,Kata,Restaurant,
Sunset Terrace & Lounge,https://www.phuket-katabeach.com/,Kata,Restaurant,
Sunset Terracec & Lounge,https://www.phuket-boomerang.com/,Kata,Restaurant,
Surfing,https://www.surfhousephuket.com,Kata,training,
Suzuki Big Bike,https://www.thaisuzuki.co.th/bigbike/,Phuket Town,Vehicle rental,
Tamarind bar,https://www.tripadvisor.com/Restaurant_Review-g1389361-d6351786-Reviews-Tamarind_Restaurant-Chalong_Phuket_Town_Phuket.html,Chalong,Bar,
Tann Terrace Phuket,https://tannterracephuket.com,Kata,Restaurant,
Tarp Bar,https://www.facebook.com/tarpbar,Koh Kaew,Bar,
Taste,https://tastebargrill.com/taste-kamala,Kamala,Restaurant,
Thaivetro Oldtown Icecream,https://thaivetro-oldtown.com/,Old Town,Café,
The Aim Patong Hotel,https://theaimpatong.com/,Patong,Hotel,
The Bliss South Beach Patong,https://www.hommhotels.com/hotels/homm-bliss-southbeach-patong,Patong,Hotel,
The Boathouse Phuket,boathousephuket.com,Kata,Hotel,
The Crib Patong,https://thecribpatong.com/,Patong,Hotel,
The Deck,https://www.pyhmarina.com/,Mai Khao,Restaurant,
The Dome Tennis Club,https://www.thedometennisclub.com,Old Town,Gym & fitness,
The Heights Phuket,theheightsphuket.com,Kata,Hotel,
The Melody Phuket,https://www.themelodyphuket.com,Kata,Hotel,
The Nai Harn,https://www.thenaiharn.com/,Nai Harn,Hotel,
The Natural Resort,https://naturalresort.net/,Patong,Hotel,
The Old Phuket,https://www.theoldphuket.com/,Karon,Hotel,
The Palms Kamala,https://www.thepalmskamala.com/,Kamala,Hotel,
The Pavilions Hotel,https://www.pavilionshotels.com/residences/phuket,Bang Tao,Hotel,
The Peaks Residence Kata noi,https://thepeaksresidence.com/,Kata,Hotel,
The Pizza Company,https://www.1112.com/,Patong,Street food,
The Reef @Zenmaya,https://www.facebook.com/ZenmayaOceanfrontPhuket,Patong,Restaurant,
The Restaurant,https://niranfarm.com/dining/,Cherngtalay,Restaurant,
The Royal Paradise Hotel & Spa Patong Phuket(Paradise Wing),https://royalparadise.com/,Patong,Hotel,
